,Gene/Region,GRCh38,"HI Score","TS Score",OMIM,Morbid,%HI,pLI,LOEUF,"Last Eval."
R,"1q21.1 recurrent region (BP3-BP4, distal) (includes GJA5)",1:147105904-147917509,"3 (Sufficient Evidence)","3 (Sufficient Evidence)",,,‐,‐,‐,04/14/2016
R,"17q21.3 recurrent region (includes KANSL1)",17:45627800-46087514,"3 (Sufficient Evidence)","1 (Little Evidence)",,,‐,‐,‐,08/10/2020
R,"17p11.2 recurrent (SMS/PLS) region (includes RAI1)",17:16906714-20309889,"3 (Sufficient Evidence)","3 (Sufficient Evidence)",,,‐,‐,‐,11/21/2013
R,"Xp22.31 recurrent region (includes STS)",X:6537771-8156913,"3 (Sufficient Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,07/01/2021
R,"16p13.11 recurrent region (BP2-BP3) (includes MYH11)",16:15417854-16198408,"3 (Sufficient Evidence)","2 (Emerging Evidence)",,,‐,‐,‐,04/13/2021
R,"15q13.3 recurrent region (BP4-BP5) (includes CHRNA7)",15:30900686-32153204,"3 (Sufficient Evidence)","1 (Little Evidence)",,,‐,‐,‐,04/28/2018
R,"2p15p16.1 region (includes BCL11A)",2:58912065-62261736,"3 (Sufficient Evidence)","1 (Little Evidence)",,,‐,‐,‐,06/09/2016
R,"16p13.3 region (includes CREBBP)",16:3725055-3880120,"3 (Sufficient Evidence)","1 (Little Evidence)",,,‐,‐,‐,06/09/2016
R,"15q11.2q13 recurrent (PWS/AS) region (Class 1, BP1-BP3)",15:22782170-28134728,"3 (Sufficient Evidence)","3 (Sufficient Evidence)",,,‐,‐,‐,11/26/2013
R,"11p13 (WAGR syndrome) region",11:31781961-32489442,"3 (Sufficient Evidence)","1 (Little Evidence)",,,‐,‐,‐,05/24/2016
R,"16p11.2 recurrent region (proximal, BP4-BP5) (includes TBX6)",16:29638676-30188531,"3 (Sufficient Evidence)","3 (Sufficient Evidence)",,,‐,‐,‐,02/09/2017
R,"22q11.2 recurrent region (distal type I, D-E/F)",22:21562828-23306924,"3 (Sufficient Evidence)","3 (Sufficient Evidence)",,,‐,‐,‐,03/12/2015
R,"15q24 recurrent region (LCR A-LCR D) (includes SIN3A)",15:72671374-75680568,"3 (Sufficient Evidence)","1 (Little Evidence)",,,‐,‐,‐,08/31/2018
R,"2q37.3 terminal region (includes HDAC4)",2:239032997-241988449,"3 (Sufficient Evidence)","0 (No Evidence)",,,‐,‐,‐,06/13/2016
R,"7q11.23 recurrent (Williams-Beuren syndrome) region (includes ELN)",7:73330452-74728172,"3 (Sufficient Evidence)","3 (Sufficient Evidence)",,,‐,‐,‐,08/06/2015
R,"5p15 terminal (Cri du chat syndrome) region",5:37695-11347150,"3 (Sufficient Evidence)","2 (Emerging Evidence)",,,‐,‐,‐,06/21/2016
R,"SOX9 upstream enhancer region","17:69896855 -71796293","3 (Sufficient Evidence)","1 (Little Evidence)",,,‐,‐,‐,06/07/2021
R,"3q24 Region (includes ZIC1)","3:136684193 -148623326","3 (Sufficient Evidence)","0 (No Evidence)",,,‐,‐,‐,07/19/2021
R,"7p22.1 region (includes ACTB)",7:5497217-5760091,"3 (Sufficient Evidence)","1 (Little Evidence)",,,‐,‐,‐,02/08/2022
G,ARCN1,11:118572396-118603033,"2 (Emerging Evidence)","0 (No Evidence)",,,9.21,1,0.1,08/08/2017
G,BMP4,14:53949736-53956891,"2 (Emerging Evidence)","0 (No Evidence)",,,0.22,0.96,0.33,11/09/2021
G,BRWD3,X:80669503-80809877,"2 (Emerging Evidence)","0 (No Evidence)",,,28.63,1,0.08,04/25/2012
G,CAMK2B,7:44217154-44326167,"2 (Emerging Evidence)","0 (No Evidence)",,,16.28,0.74,0.36,06/28/2018
G,CCNQ,X:153587925-153599165,"2 (Emerging Evidence)","0 (No Evidence)",,,61.79,0.9,0.4,12/01/2021
G,CDK13,7:39949664-40099580,"2 (Emerging Evidence)","Not Yet Evaluated",,,11.16,0.91,0.32,02/23/2022
G,CHAMP1,13:114314503-114327322,"2 (Emerging Evidence)","0 (No Evidence)",,,52.86,0.99,0.27,03/25/2020
G,CIC,19:42268530-42295796,"2 (Emerging Evidence)","0 (No Evidence)",,,37.93,1,0.18,08/17/2019
G,CLCN4,X:10156975-10237660,"2 (Emerging Evidence)","0 (No Evidence)",,,28.47,1,0.15,09/26/2018
G,CNTN4,3:2098866-3059080,"2 (Emerging Evidence)","1 (Little Evidence)",,,6.9,0,0.52,10/18/2017
G,DLG3,X:70444835-70505490,"2 (Emerging Evidence)","0 (No Evidence)",,,14.46,1,0.09,11/21/2019
G,DMRT1,9:841647-969090,"2 (Emerging Evidence)","0 (No Evidence)",,,18.6,0.74,0.48,06/06/2012
G,DSC2,18:31058840-31102421,"2 (Emerging Evidence)","0 (No Evidence)",,,70.44,0,0.69,01/14/2016
G,GDI1,X:154437154-154443467,"2 (Emerging Evidence)","0 (No Evidence)",,,30.35,0.99,0.19,09/26/2018
G,GIGYF2,2:232697331-232860605,"2 (Emerging Evidence)","0 (No Evidence)",,,14.01,1,0.08,11/28/2018
G,GPHN,14:66507934-67181805,"2 (Emerging Evidence)","0 (No Evidence)",,,2.69,1,0.18,08/28/2014
G,GRIA3,X:123184278-123490915,"2 (Emerging Evidence)","0 (No Evidence)",,,2.64,1,0.19,10/23/2019
G,LMNA,1:156082573-156140081,"2 (Emerging Evidence)","0 (No Evidence)",,,1.72,1,0.21,01/18/2016
G,LRP5,11:68298866-68449275,"2 (Emerging Evidence)","0 (No Evidence)",,,8.86,0.51,0.34,12/20/2021
G,PAK3,X:110944324-111227361,"2 (Emerging Evidence)","0 (No Evidence)",,,5.06,0.99,0.29,12/09/2019
G,PGK1,X:78104248-78129295,"2 (Emerging Evidence)","0 (No Evidence)",,,2.46,0.77,0.47,05/26/2021
G,PHF21A,11:45929319-46121454,"2 (Emerging Evidence)","0 (No Evidence)",,,2.85,1,0.08,05/27/2020
G,PIGA,X:15319451-15335554,"2 (Emerging Evidence)","0 (No Evidence)",,,26.91,0.96,0.3,11/09/2021
G,PTHLH,12:27958084-27972864,"2 (Emerging Evidence)","1 (Little Evidence)",,,5.78,0.81,0.48,01/10/2019
G,RAD51D,17:35092221-35119860,"2 (Emerging Evidence)","0 (No Evidence)",,,59.17,0,1.22,10/09/2019
G,SDHAF2,11:61430124-61446733,"2 (Emerging Evidence)","0 (No Evidence)",,,7.74,0,1.81,01/14/2016
G,SHANK2,11:70467854-71252724,"2 (Emerging Evidence)","0 (No Evidence)",,,45.57,0,0.46,01/24/2018
G,SMARCA4,19:10960997-11062277,"2 (Emerging Evidence)","0 (No Evidence)",,,2.95,1,0.06,09/04/2013
G,SYN1,X:47571901-47619857,"2 (Emerging Evidence)","0 (No Evidence)",,,9.89,0.99,0.25,09/26/2018
G,TBX1,22:19756703-19783593,"2 (Emerging Evidence)","0 (No Evidence)",,,4.92,0.84,0.43,04/12/2022
G,TGFBR1,9:99104038-99154192,"2 (Emerging Evidence)","0 (No Evidence)",,,1.85,0.85,0.38,04/25/2012
G,TGFBR2,3:30606472-30694142,"2 (Emerging Evidence)","0 (No Evidence)",,,2.72,0.13,0.52,04/11/2012
G,TSPAN7,X:38561542-38688918,"2 (Emerging Evidence)","0 (No Evidence)",,,17.96,0.75,0.54,08/22/2018
G,ZNF711,X:85243820-85273362,"2 (Emerging Evidence)","0 (No Evidence)",,,30.43,0.98,0.31,08/29/2013
R,"7q11.23 recurrent distal region (includes HIP1, YWHAG)",7:75528718-76433859,"2 (Emerging Evidence)","1 (Little Evidence)",,,‐,‐,‐,12/31/2018
R,"22q11.2 recurrent region (central, B/C-D) (includes CRKL)",22:20377696-21111383,"2 (Emerging Evidence)","1 (Little Evidence)",,,‐,‐,‐,09/14/2017
R,"11q13.2q13.4 recurrent region (includes SHANK2, FGFs)",11:67996175-71525885,"2 (Emerging Evidence)","0 (No Evidence)",,,‐,‐,‐,01/27/2018
R,"2q13 recurrent region (includes BCL2L11)",2:110634616-112347165,"2 (Emerging Evidence)","2 (Emerging Evidence)",,,‐,‐,‐,06/23/2018
R,"14q32 region associated with UPD(14) phenotypes",14:99928257-101038192,"2 (Emerging Evidence)","0 (No Evidence)",,,‐,‐,‐,05/10/2012
R,"14q11.2 region including CHD8 and SUPT16H",14:21358741-21393828,"2 (Emerging Evidence)","0 (No Evidence)",,,‐,‐,‐,05/09/2012
R,"16p12.2 recurrent region (proximal) (includes EEF2K, CDR2)",16:21937124-22419483,"2 (Emerging Evidence)","0 (No Evidence)",,,‐,‐,‐,03/23/2018
G,ACD,16:67657512-67660832,"1 (Little Evidence)","0 (No Evidence)",,,81.12,0,1.19,10/09/2019
G,ACSL4,X:109641335-109733325,"1 (Little Evidence)","0 (No Evidence)",,,15.6,0.98,0.31,04/28/2021
G,ACTC1,15:34790230-34795549,"1 (Little Evidence)","0 (No Evidence)",,,9.59,0.74,0.48,11/17/2015
G,AKT3,1:243488233-243851079,"1 (Little Evidence)","0 (No Evidence)",,,2.71,1,0.18,04/15/2016
G,ASTN2,9:116423112-117415057,"1 (Little Evidence)","0 (No Evidence)",,,2.19,1,0.25,03/09/2021
G,ATP8A2,13:25371974-26025851,"1 (Little Evidence)","0 (No Evidence)",,,24.95,0,0.6,10/10/2014
G,ATR,3:142449235-142578793,"1 (Little Evidence)","0 (No Evidence)",,,8.61,0,0.4,06/05/2020
G,BCLAF1,6:136256627-136289846,"1 (Little Evidence)","0 (No Evidence)",,,4.44,0,0.93,06/28/2018
G,BRAF,7:140713328-140924929,"1 (Little Evidence)","0 (No Evidence)",,,8.98,1,0.21,08/04/2014
G,CACNA1C,12:1969552-2697950,"1 (Little Evidence)","0 (No Evidence)",,,8.42,1,0.1,03/24/2016
G,CAMK2A,5:150219491-150290130,"1 (Little Evidence)","0 (No Evidence)",,,5.97,1,0.25,09/04/2019
G,CASP10,2:201182885-201229406,"1 (Little Evidence)","0 (No Evidence)",,,89.09,0,1.29,04/10/2020
G,CASZ1,1:10636604-10796650,"1 (Little Evidence)","0 (No Evidence)",,,12.36,1,0.15,04/25/2019
G,CDC42BPB,14:102932380-103057549,"1 (Little Evidence)","0 (No Evidence)",,,65.08,1,0.12,10/24/2018
G,CHRM3,1:239386565-239915450,"1 (Little Evidence)","0 (No Evidence)",,,33.36,0.99,0.25,03/11/2015
G,CNTN6,3:978021-1404217,"1 (Little Evidence)","0 (No Evidence)",,,39.69,0,1.15,10/18/2017
G,CNTNAP2,7:146116207-148420998,"1 (Little Evidence)","0 (No Evidence)",,,4.94,0,0.55,10/23/2019
G,COL11A1,1:102876473-103108580,"1 (Little Evidence)","0 (No Evidence)",,,8.57,1,0.22,10/19/2011
G,CRKL,22:20917407-20953747,"1 (Little Evidence)","0 (No Evidence)",,,4.35,0.45,0.64,04/13/2020
G,CRYBB2,22:25211660-25231869,"1 (Little Evidence)","0 (No Evidence)",,,48.55,0.39,0.57,03/13/2013
G,CSMD1,8:2935353-4995035,"1 (Little Evidence)","0 (No Evidence)",,,47.53,1,0.21,10/24/2018
G,CTNND2,5:10971836-11904446,"1 (Little Evidence)","0 (No Evidence)",,,5.83,1,0.1,10/12/2021
G,DCHS1,11:6621330-6655809,"1 (Little Evidence)","0 (No Evidence)",,,44.76,1,0.24,08/31/2018
G,DIP2A,21:46458891-46571226,"1 (Little Evidence)","0 (No Evidence)",,,58.86,0.11,0.35,01/23/2019
G,DIS3L2,2:231961713-232344350,"1 (Little Evidence)","0 (No Evidence)",,,37.78,0.94,0.33,10/14/2020
G,DKC1,X:154762864-154777689,"1 (Little Evidence)","0 (No Evidence)",,,6.32,1,0.19,04/25/2012
G,DLG2,11:83455009-85628535,"1 (Little Evidence)","0 (No Evidence)",,,1.29,0.71,0.34,11/28/2018
G,DNAJC21,5:34929540-34958964,"1 (Little Evidence)","0 (No Evidence)",,,49.28,0,0.72,10/14/2020
G,DNMT3A,2:25227874-25342590,"1 (Little Evidence)","0 (No Evidence)",,,3.99,0,1.58,04/29/2018
G,DPP6,7:153748133-154894285,"1 (Little Evidence)","0 (No Evidence)",,,42.27,0.34,0.38,06/26/2019
G,DSG2,18:31498177-31549008,"1 (Little Evidence)","0 (No Evidence)",,,62.78,0,0.79,11/16/2015
G,EDNRB,13:77895481-77975527,"1 (Little Evidence)","0 (No Evidence)",,,5.87,0.01,0.59,02/07/2022
G,ELAVL2,9:23690099-23850601,"1 (Little Evidence)","0 (No Evidence)",,,1.24,1,0.19,11/28/2018
G,EMX2,10:117542746-117549546,"1 (Little Evidence)","0 (No Evidence)",,,7.32,0.95,0.32,11/09/2021
G,ERMARD,6:169751622-169781600,"1 (Little Evidence)","0 (No Evidence)",,,84.87,0,1.02,11/13/2013
G,FAS,10:88968429-89017059,"1 (Little Evidence)","0 (No Evidence)",,,93.15,0.81,0.44,02/08/2022
G,FOXP2,7:114086327-114693765,"1 (Little Evidence)","0 (No Evidence)",,,0.09,1,0.22,09/19/2012
G,GABRA1,5:161847191-161899971,"1 (Little Evidence)","0 (No Evidence)",,,9.56,0.91,0.37,11/09/2021
G,GABRG2,5:162067465-162155539,"1 (Little Evidence)","0 (No Evidence)",,,11.88,0.74,0.4,09/25/2018
G,GALNT12,9:98807670-98850081,"1 (Little Evidence)","0 (No Evidence)",,,59.91,0,0.94,09/09/2019
G,GJA5,1:147756199-147781127,"1 (Little Evidence)","0 (No Evidence)",,,8.62,0.02,0.81,02/23/2012
G,GJA8,1:147902795-147915287,"1 (Little Evidence)","0 (No Evidence)",,,52.92,0,1,02/23/2012
G,GNB1,1:1785286-1891087,"1 (Little Evidence)","0 (No Evidence)",,,22.4,1,0.15,01/23/2019
G,HDAC4,2:239048168-239401649,"1 (Little Evidence)","0 (No Evidence)",,,7.56,1,0.05,11/07/2011
G,HIVEP3,1:41506365-42035934,"1 (Little Evidence)","0 (No Evidence)",,,41.45,0.91,0.31,01/23/2019
G,HMGA2,12:65824460-65966291,"1 (Little Evidence)","0 (No Evidence)",,,1.82,0.87,0.45,09/14/2021
G,ITSN1,21:33642452-33899861,"1 (Little Evidence)","0 (No Evidence)",,,24.18,1,0.22,06/27/2018
G,KATNAL2,18:46917550-47104795,"1 (Little Evidence)","0 (No Evidence)",,,41.98,0,0.82,11/28/2018
G,KCNQ1OT1,11:2608328-2699998,"1 (Little Evidence)","2 (Emerging Evidence)",,,‐,‐,‐,03/22/2012
G,KDM5B,1:202724495-202809470,"1 (Little Evidence)","0 (No Evidence)",,,28,0,0.57,01/04/2018
G,KDM6B,17:7834210-7854796,"1 (Little Evidence)","0 (No Evidence)",,,40.32,1,0.14,11/28/2018
G,LHX4,1:180228372-180278984,"1 (Little Evidence)","0 (No Evidence)",,,6.37,0.02,0.69,04/25/2022
G,LMTK3,19:48485271-48513926,"1 (Little Evidence)","0 (No Evidence)",,,70.62,1,0.18,07/25/2018
G,MAGEL2,15:23643549-23647867,"1 (Little Evidence)","0 (No Evidence)",,,84.66,0.98,0.31,05/22/2018
G,MAOA,X:43655006-43746817,"1 (Little Evidence)","0 (No Evidence)",,,43.16,1,0.14,09/26/2012
G,MAP2K2,19:4090321-4124184,"1 (Little Evidence)","0 (No Evidence)",,,38.94,0.97,0.33,05/27/2015
G,MEG3,14:100826108-100861026,"1 (Little Evidence)","0 (No Evidence)",,,‐,‐,‐,04/25/2012
G,MTAP,9:21802636-21867081,"1 (Little Evidence)","0 (No Evidence)",,,38.31,0,1.39,10/30/2013
G,MYH10,17:8474212-8631369,"1 (Little Evidence)","0 (No Evidence)",,,34.06,1,0.17,01/23/2019
G,MYLK,3:123610049-123884332,"1 (Little Evidence)","0 (No Evidence)",,,15.7,0,0.53,01/14/2016
G,NEDD9,6:11183298-11382348,"1 (Little Evidence)","0 (No Evidence)",,,29.54,0.13,0.44,02/27/2019
G,NODAL,10:70431936-70447951,"1 (Little Evidence)","0 (No Evidence)",,,31.54,0.97,0.31,08/08/2013
G,NR4A2,2:156324432-156332724,"1 (Little Evidence)","0 (No Evidence)",,,1.28,1,0.13,05/11/2021
G,NXF5,X:101832112-101857577,"1 (Little Evidence)","0 (No Evidence)",,,89.99,0,1.69,05/17/2012
G,PAK2,3:196739857-196832647,"1 (Little Evidence)","1 (Little Evidence)",,,16.98,0.97,0.32,12/27/2011
G,PAX8,2:113215997-113278921,"1 (Little Evidence)","0 (No Evidence)",,,7.48,1,0.2,11/09/2021
G,PHF2,9:93576584-93679587,"1 (Little Evidence)","0 (No Evidence)",,,54.82,1,0.18,02/27/2019
G,PHF3,6:63635802-63726011,"1 (Little Evidence)","0 (No Evidence)",,,36.85,0.99,0.29,02/27/2019
G,POLD1,19:50384291-50418018,"1 (Little Evidence)","0 (No Evidence)",,,69.77,0,0.53,06/05/2020
G,POLE,12:132623758-132687519,"1 (Little Evidence)","0 (No Evidence)",,,0.06,0,0.64,12/16/2019
G,PPP2R5D,6:42984570-43012342,"1 (Little Evidence)","0 (No Evidence)",,,19.74,1,0.18,05/26/2021
G,RALGAPB,20:38472820-38578861,"1 (Little Evidence)","0 (No Evidence)",,,12.23,1,0.11,02/27/2019
G,RB1CC1,8:52622458-52714466,"1 (Little Evidence)","0 (No Evidence)",,,10.33,1,0.14,07/25/2018
G,RIMS1,6:71886703-72403145,"1 (Little Evidence)","0 (No Evidence)",,,9.51,0.99,0.29,01/24/2018
G,RPH3A,12:112575236-112898881,"1 (Little Evidence)","0 (No Evidence)",,,42.44,0,0.47,07/25/2018
G,RPL15,3:23916545-23924631,"1 (Little Evidence)","0 (No Evidence)",,,21.68,0.97,0.27,07/16/2014
G,SALL1,16:51135982-51151270,"1 (Little Evidence)","0 (No Evidence)",,,5.63,1,0.2,01/27/2021
G,SEMA3A,7:83955777-84515189,"1 (Little Evidence)","0 (No Evidence)",,,1.46,0.98,0.31,08/07/2017
G,SH2B1,16:28846606-28874213,"1 (Little Evidence)","0 (No Evidence)",,,32.53,0.97,0.32,07/13/2021
G,SHANK1,19:50659255-50719802,"1 (Little Evidence)","0 (No Evidence)",,,76.11,1,0.18,03/27/2019
G,SIM1,6:100385009-100464929,"1 (Little Evidence)","0 (No Evidence)",,,2.5,1,0.25,04/25/2012
G,SLC16A12,10:89430299-89536029,"1 (Little Evidence)","0 (No Evidence)",,,29.69,0.49,0.48,12/21/2011
G,SLC17A8,12:100357074-100422055,"1 (Little Evidence)","0 (No Evidence)",,,31.37,0,0.61,02/08/2022
G,SLC4A10,2:161620963-161985270,"1 (Little Evidence)","0 (No Evidence)",,,5.94,0.13,0.38,04/11/2012
G,SNURF,15:24954987-24978723,"1 (Little Evidence)","0 (No Evidence)",,,‐,0.46,0.84,09/06/2012
G,SPEN,1:15847707-15940456,"1 (Little Evidence)","0 (No Evidence)",,,5.51,1,0.07,03/27/2019
G,SRCAP,16:30699171-30741409,"1 (Little Evidence)","0 (No Evidence)",,,34.43,1,0.1,05/31/2018
G,SYP,X:49187815-49200193,"1 (Little Evidence)","0 (No Evidence)",,,3.93,0.92,0.39,09/26/2018
G,TAB2,6:149217926-149411611,"1 (Little Evidence)","0 (No Evidence)",,,5.38,1,0.1,05/27/2020
G,TAF13,1:109064140-109076003,"1 (Little Evidence)","0 (No Evidence)",,,18.12,0.02,1.09,05/22/2019
G,TBX2,17:61399843-61409466,"1 (Little Evidence)","0 (No Evidence)",,,5.16,0.99,0.25,08/08/2018
G,TBX20,7:35199936-35254100,"1 (Little Evidence)","0 (No Evidence)",,,5.83,0.97,0.32,04/26/2013
G,TCF7L2,10:112950247-113167678,"1 (Little Evidence)","0 (No Evidence)",,,0.77,1,0.27,03/27/2019
G,TDGF1,3:46574535-46582457,"1 (Little Evidence)","0 (No Evidence)",,,77.65,0,1.92,12/27/2011
G,TERT,5:1253167-1295068,"1 (Little Evidence)","0 (No Evidence)",,,18.57,0.99,0.29,11/17/2011
G,TMLHE,X:155489011-155612952,"1 (Little Evidence)","0 (No Evidence)",,,63.26,0,1.18,08/01/2013
G,TNNI3,19:55151767-55157732,"1 (Little Evidence)","0 (No Evidence)",,,40.95,0.1,0.69,11/20/2015
G,TP63,3:189596746-189897276,"1 (Little Evidence)","0 (No Evidence)",,,1.11,1,0.27,09/06/2012
G,TRRAP,7:98878532-99013241,"1 (Little Evidence)","0 (No Evidence)",,,19.5,1,0.06,04/24/2019
G,UBN2,7:139228408-139329421,"1 (Little Evidence)","0 (No Evidence)",,,23.88,1,0.21,05/22/2019
G,VEGFA,6:43770209-43786487,"1 (Little Evidence)","0 (No Evidence)",,,0.1,0,0.84,04/25/2012
G,YAP1,11:102109957-102233424,"1 (Little Evidence)","0 (No Evidence)",,,9.76,1,0.19,11/13/2014
G,YTHDC1,4:68310387-68350093,"1 (Little Evidence)","0 (No Evidence)",,,10.1,1,0.09,04/24/2019
G,ZFPM2,8:105318438-105804539,"1 (Little Evidence)","0 (No Evidence)",,,0.93,1,0.15,09/20/2021
G,ZNF41,X:47444691-47485934,"1 (Little Evidence)","0 (No Evidence)",,,72.46,0.04,0.62,10/24/2012
G,ZNF674,X:46497725-46545466,"1 (Little Evidence)","0 (No Evidence)",,,80.29,0,1.31,08/29/2012
G,ZWILCH,15:66505126-66550130,"1 (Little Evidence)","0 (No Evidence)",,,35.84,0,1.02,04/24/2019
R,"2q21.1 recurrent region (includes ARHGEF4, GPR148)",2:130719936-131172120,"1 (Little Evidence)","0 (No Evidence)",,,‐,‐,‐,09/30/2019
R,"15q25.2q25.3 recurrent region (distal, LCR C-LCR D)",15:84596421-85169770,"1 (Little Evidence)","0 (No Evidence)",,,‐,‐,‐,06/26/2020
R,"DLK1-MEG3 Intergenic DMR",14:100725054-100828279,"1 (Little Evidence)","0 (No Evidence)",,,‐,‐,‐,05/10/2012
R,"6q24 region (includes PLAGL1)",6:143922155-144095424,"1 (Little Evidence)","3 (Sufficient Evidence)",,,‐,‐,‐,05/24/2016
R,"1q21.1 recurrent (TAR syndrome) region (proximal, BP2-BP3) (includes RBM8A)",1:145686999-146048495,"1 (Little Evidence)","1 (Little Evidence)",,,‐,‐,‐,05/18/2017
G,AARS1,16:70252295-70289509,"0 (No Evidence)","0 (No Evidence)",,,24.74,0,0.62,01/11/2018
G,ABR,17:1003519-1229722,"0 (No Evidence)","0 (No Evidence)",,,10.64,0.63,0.36,09/05/2012
G,ABRAXAS1,4:83459517-83485137,"0 (No Evidence)","0 (No Evidence)",,,64,0,1.01,04/14/2021
G,ACTA2,10:88935074-88991397,"0 (No Evidence)","0 (No Evidence)",,,2.61,0.93,0.36,10/15/2015
G,ACTB,7:5527148-5530601,"0 (No Evidence)","0 (No Evidence)",,,1.03,0.99,0.23,02/08/2022
G,AGTR2,X:116170744-116174974,"0 (No Evidence)","0 (No Evidence)",,,25.02,0.01,1.31,05/10/2012
G,AKT1,14:104769349-104795748,"0 (No Evidence)","0 (No Evidence)",,,0.05,0.98,0.32,01/25/2022
G,AKT2,19:40230317-40285531,"0 (No Evidence)","0 (No Evidence)",,,4.88,0.64,0.42,05/07/2015
G,ALK,2:29190992-29921589,"0 (No Evidence)","0 (No Evidence)",,,4.47,0,0.45,12/20/2019
G,ANKH,5:14704800-14871778,"0 (No Evidence)","0 (No Evidence)",,,40.3,0.28,0.5,02/23/2022
G,ANKRD26,10:26938195-27100498,"0 (No Evidence)","0 (No Evidence)",,,88.32,0,0.73,04/14/2021
G,APP,21:25880550-26171128,"0 (No Evidence)","2 (Emerging Evidence)",,,0.94,0.05,0.42,07/06/2012
G,ARHGAP31,3:119294289-119420714,"0 (No Evidence)","0 (No Evidence)",,,37.14,1,0.19,07/18/2013
G,ARHGEF4,2:130836914-131051514,"0 (No Evidence)","0 (No Evidence)",,,65.32,0,0.55,04/05/2018
G,ARHGEF6,X:136665547-136780945,"0 (No Evidence)","0 (No Evidence)",,,14.42,1,0.14,04/25/2012
G,ARSD,X:2903972-2929345,"0 (No Evidence)","0 (No Evidence)",,,92.29,0,0.86,07/21/2016
G,ASXL2,2:25733753-25878487,"0 (No Evidence)","0 (No Evidence)",,,43.83,1,0.15,06/28/2018
G,ATP10A,15:25672241-25865144,"0 (No Evidence)","0 (No Evidence)",,,68.57,0,0.43,04/25/2012
G,ATP2C2,16:84368523-84465777,"0 (No Evidence)","0 (No Evidence)",,,70.21,0,1.84,09/17/2018
G,ATP6AP2,X:40580970-40606848,"0 (No Evidence)","0 (No Evidence)",,,35.15,0.87,0.43,10/31/2012
G,ATP6V1E1,22:17592136-17628822,"0 (No Evidence)","0 (No Evidence)",,,39.36,0.53,0.51,04/26/2012
G,BCL2L11,2:111120914-111168445,"0 (No Evidence)","0 (No Evidence)",,,38.11,0.89,0.42,06/21/2018
G,BCR,22:23180509-23318037,"0 (No Evidence)","0 (No Evidence)",,,5.65,0.99,0.3,07/10/2012
G,BPY2,Y:22984263-23005465,"0 (No Evidence)","0 (No Evidence)",,,94.47,‐,‐,08/22/2012
G,CACNA1S,1:201039509-201112453,"0 (No Evidence)","0 (No Evidence)",,,25.88,0,0.52,01/18/2016
G,CADPS2,7:122318411-122886500,"0 (No Evidence)","0 (No Evidence)",,,4.53,0.37,0.34,07/10/2012
G,CARD14,17:80169992-80209331,"0 (No Evidence)","0 (No Evidence)",,,75.93,0,1,08/01/2013
G,CASR,3:122183668-122291629,"0 (No Evidence)","0 (No Evidence)",,,3.37,0.05,0.45,03/02/2012
G,CBFB,16:67029149-67101058,"0 (No Evidence)","0 (No Evidence)",,,9.25,0.96,0.33,02/22/2012
G,CBL,11:119206339-119308149,"0 (No Evidence)","0 (No Evidence)",,,3.6,0,0.5,04/24/2019
G,CDH15,16:89171748-89195492,"0 (No Evidence)","0 (No Evidence)",,,74.65,0,1.11,08/08/2013
G,CDK4,12:57747727-57752310,"0 (No Evidence)","0 (No Evidence)",,,1.03,0.06,0.64,09/02/2020
G,CDY1,Y:25622095-25625511,"0 (No Evidence)","0 (No Evidence)",,,93.18,‐,‐,08/22/2012
G,CENPP,9:92325457-92620529,"0 (No Evidence)","0 (No Evidence)",,,76.86,0.05,0.68,09/19/2012
G,CFC1,2:130592165-130599575,"0 (No Evidence)","0 (No Evidence)",,,88.86,0.11,1.25,09/22/2021
G,CHD1L,1:147172747-147295762,"0 (No Evidence)","0 (No Evidence)",,,45.36,0,1.3,08/30/2018
G,CHEK1,11:125624910-125676256,"0 (No Evidence)","0 (No Evidence)",,,3.14,0,0.93,11/10/2021
G,CHRNA7,15:32030462-32173018,"0 (No Evidence)","0 (No Evidence)",,,40.52,0,0.77,05/10/2018
G,CLNK,4:10486395-10734853,"0 (No Evidence)","0 (No Evidence)",,,84.67,0,1.77,06/02/2016
G,CNOT3,19:54137689-54155690,"0 (No Evidence)","0 (No Evidence)",,,49.76,1,0.08,06/27/2018
G,COL1A2,7:94394895-94431227,"0 (No Evidence)","0 (No Evidence)",,,4.09,1,0.2,10/12/2012
G,COL9A1,6:70215061-70303084,"0 (No Evidence)","0 (No Evidence)",,,23.89,0,0.81,11/06/2013
G,COL9A2,1:40300487-40317653,"0 (No Evidence)","0 (No Evidence)",,,42.16,0,0.64,10/09/2013
G,CPA4,7:130293161-130324180,"0 (No Evidence)","0 (No Evidence)",,,54.59,0,1.4,07/25/2012
G,CPA6,8:67422038-67747114,"0 (No Evidence)","0 (No Evidence)",,,29.99,0,1.24,09/04/2019
G,CRHR1,17:45784320-45835828,"0 (No Evidence)","0 (No Evidence)",,,4.8,0,0.71,07/06/2012
G,CRYBA1,17:29246859-29254494,"0 (No Evidence)","0 (No Evidence)",,,8.17,0,1,06/06/2013
G,CRYGC,2:208128137-208139100,"0 (No Evidence)","0 (No Evidence)",,,31.55,0,1.31,05/22/2013
G,CTNNA3,10:65912523-67696217,"0 (No Evidence)","0 (No Evidence)",,,2.58,0,0.85,10/24/2018
G,CTSB,8:11842524-11868087,"0 (No Evidence)","0 (No Evidence)",,,36.44,0,1.33,02/08/2012
